,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
275,salinas,0,SO,1570722315,70,5.35,48.53,81.84,11.07
276,salinas,20,KZ,1570722316,66,43.36,76.86,53.6,2.24
277,salinas,40,US,1570722318,78,43.52,-114.32,17.6,5.82
278,salinas,0,PG,1570722320,71,-2.57,150.8,83.75,6.11
279,salinas,0,CN,1570722321,34,40.81,111.65,48.2,6.71
280,salinas,34,BR,1570722322,80,-9.01,-35.22,77.67,16.0
281,salinas,1,CN,1570722323,30,42.27,118.96,42.57,6.12
282,salinas,75,NG,1570722325,79,5.43,7.07,84.2,4.7
283,salinas,45,ID,1570722326,79,-2.88,108.27,80.94,11.48
284,salinas,26,AR,1570722327,28,-38.55,-58.74,79.0,15.01
285,salinas,75,MX,1570722328,78,15.74,-96.47,86.0,5.1
286,salinas,0,RU,1570722330,66,50.59,107.6,20.41,1.9
287,salinas,100,NZ,1570722331,93,-45.41,167.72,42.04,12.04
288,salinas,100,RU,1570722332,78,66.69,34.34,38.98,16.59
289,salinas,100,RU,1570722334,72,66.08,76.63,38.84,23.55
290,salinas,0,IR,1570722335,20,32.86,59.22,68.0,13.87
291,salinas,0,CN,1570722336,32,47.92,123.49,33.82,7.54
292,salinas,51,BJ,1570722337,71,11.13,2.93,84.06,5.36
293,salinas,40,BR,1570722339,61,-9.67,-35.74,82.4,14.99
294,salinas,9,DE,1570722340,84,48.91,12.69,54.0,8.76
295,salinas,69,RU,1570722341,86,71.98,102.47,14.59,11.65
296,salinas,100,PF,1570722343,80,-16.48,-151.75,75.34,17.79
297,salinas,40,SA,1570722344,21,18.39,42.45,73.4,13.87
298,salinas,1,US,1570722345,29,37.61,-122.49,63.0,6.93
299,salinas,35,PE,1570722346,89,-5.56,-80.82,61.03,7.06
300,salinas,1,CA,1570722349,58,49.78,-74.86,53.6,4.7
301,salinas,75,IN,1570722351,88,17.65,83.27,80.6,6.93
302,salinas,91,BR,1570722352,77,-1.2,-46.02,80.73,22.17
303,salinas,90,CA,1570722354,100,70.47,-68.59,33.8,19.46
304,salinas,75,MK,1570722355,60,41.28,20.71,69.8,4.7
305,salinas,99,RU,1570722356,89,70.62,147.9,12.07,3.98
306,salinas,100,NZ,1570722359,96,-45.87,170.5,46.99,1.01
307,salinas,71,SY,1570722360,17,35.3,37.18,76.5,3.64
308,salinas,31,CA,1570722361,77,44.18,-81.63,62.01,10.24
309,salinas,55,PH,1570722362,97,17.39,121.16,64.15,3.16
310,salinas,40,SA,1570722364,23,24.63,46.72,93.2,4.7
311,salinas,100,RU,1570722365,68,56.01,71.51,53.46,3.07
312,salinas,85,ID,1570722366,91,-7.95,110.28,73.33,3.97
313,salinas,75,JP,1570722367,100,35.73,140.83,63.0,14.99
314,salinas,20,MX,1570722369,58,22.89,-109.91,87.01,3.86
315,salinas,16,ID,1570722370,93,-2.54,112.95,75.9,2.04
316,salinas,100,ZA,1570722371,22,-28.55,16.43,76.37,19.13
317,salinas,90,US,1570722373,100,64.86,-147.8,36.0,1.64
318,salinas,54,RU,1570722374,48,55.79,84.89,35.01,4.0
319,salinas,30,RU,1570722375,53,67.47,86.57,27.82,18.38
320,salinas,72,BI,1570722376,71,-3.48,29.48,69.22,2.01
321,salinas,100,MY,1570722377,98,2.02,112.94,72.34,1.2
322,salinas,100,PF,1570722379,76,-16.78,-151.5,75.07,16.62
323,salinas,100,LY,1570722380,18,29.03,21.55,93.25,24.24
324,salinas,100,RU,1570722381,97,61.08,50.08,35.62,5.89
325,salinas,0,TZ,1570722383,43,-4.28,34.41,79.32,12.7
326,salinas,0,PY,1570722384,22,-19.93,-60.77,98.98,9.14
327,salinas,89,ID,1570722385,95,-2.68,111.62,74.26,2.38
328,salinas,6,JP,1570722386,70,37.4,136.9,68.65,9.29
329,salinas,40,IS,1570722388,72,64.25,-15.21,48.2,16.11
330,salinas,90,AU,1570722389,76,-43.03,147.26,48.2,1.12
331,salinas,40,RU,1570722391,85,64.73,177.51,19.4,4.47
332,salinas,40,SD,1570722392,23,14.2,24.66,89.17,15.14
333,salinas,20,PT,1570722393,56,37.73,-25.67,71.6,8.05
334,salinas,96,RU,1570722395,93,71.64,128.87,16.59,3.69
335,salinas,75,US,1570722396,87,43.75,-87.71,60.01,9.17
336,salinas,90,FI,1570722400,96,65.96,29.19,32.0,5.82
337,salinas,40,GF,1570722402,59,4.94,-52.33,89.6,12.75
338,salinas,40,CA,1570722403,79,55.17,-118.79,24.8,6.93
339,salinas,100,CA,1570722405,93,60.75,-137.51,27.07,12.04
340,salinas,100,CA,1570722407,97,50.56,-96.99,34.0,8.01
341,salinas,75,AR,1570722409,65,-34.46,-58.91,79.0,11.41
342,salinas,97,JP,1570722410,85,35.64,136.07,70.0,2.72
343,salinas,20,IT,1570722412,30,41.63,15.91,82.4,12.75
344,salinas,93,CO,1570722414,58,5.83,-72.84,63.27,1.19
345,salinas,90,AZ,1570722416,68,40.75,48.39,64.4,7.4
346,salinas,14,AR,1570722420,21,-31.67,-68.39,82.96,5.33
347,salinas,91,RU,1570722422,93,68.05,39.51,30.63,8.62
348,salinas,0,CN,1570722424,65,38.42,77.24,63.0,8.84
349,salinas,40,KM,1570722427,62,-11.38,43.28,84.2,12.75
350,salinas,75,RU,1570722428,100,56.07,37.56,46.0,8.95
351,salinas,40,RU,1570722430,68,52.21,104.21,26.6,4.47
352,salinas,32,CD,1570722432,58,3.25,19.78,84.7,2.43
353,salinas,97,RU,1570722433,88,62.71,56.19,34.07,6.72
354,salinas,40,ZA,1570722434,59,-34.04,23.05,60.8,13.87
355,salinas,40,RU,1570722437,54,50.67,113.59,19.45,9.29
356,salinas,6,NG,1570722439,51,10.41,10.6,87.12,4.57
357,salinas,75,KE,1570722440,55,1.75,40.07,87.8,6.93
358,salinas,63,RU,1570722442,79,58.07,60.71,33.71,3.03
359,salinas,50,CN,1570722443,78,26.59,101.72,63.3,2.54
360,salinas,100,IN,1570722444,97,25.66,94.1,58.46,0.61
361,salinas,40,FR,1570722445,67,48.95,4.24,62.6,13.87
362,salinas,75,NL,1570722447,76,53.17,6.61,57.0,12.75
363,salinas,100,AU,1570722448,95,-41.05,145.91,48.99,3.0
364,salinas,100,CL,1570722449,11,-30.6,-71.2,84.45,7.84
365,salinas,73,RU,1570722450,79,61.47,64.05,35.28,3.7
366,salinas,31,BS,1570722452,73,24.9,-76.2,82.0,3.94
367,salinas,94,RU,1570722453,98,61.33,40.09,36.59,4.5
368,salinas,100,RU,1570722455,75,67.46,153.71,15.58,3.84
369,salinas,100,RU,1570722456,94,64.9,45.76,33.91,6.35
370,salinas,0,BR,1570722457,23,-6.61,-39.06,97.66,8.54
371,salinas,19,BR,1570722458,50,-17.73,-39.27,84.27,13.41
372,salinas,80,BT,1570722460,91,27.91,89.73,31.17,4.76
373,salinas,20,PT,1570722461,56,37.72,-25.43,71.6,8.05
374,salinas,38,RU,1570722463,95,61.48,129.14,14.59,5.72
375,salinas,0,RU,1570722464,59,54.56,100.58,23.63,2.18
376,salinas,100,RU,1570722465,76,60.47,166.1,30.07,12.47
377,salinas,82,MR,1570722467,7,20.52,-13.05,99.75,12.91
378,salinas,100,RU,1570722468,98,67.55,63.78,33.67,12.07
379,salinas,95,NG,1570722469,82,4.92,6.26,82.8,4.64
380,salinas,90,AU,1570722470,93,-34.58,150.85,57.0,8.41
381,salinas,0,AU,1570722472,82,-32.55,115.7,62.01,1.12
382,salinas,100,EG,1570722473,13,27.27,31.15,91.65,10.82
383,salinas,90,US,1570722475,85,46.41,-105.84,25.0,17.22
384,salinas,0,IR,1570722476,19,31.03,61.49,84.2,21.92
385,salinas,0,CN,1570722477,78,29.29,121.42,71.6,4.47
386,salinas,75,MY,1570722479,94,5.82,100.48,78.8,5.82
387,salinas,100,RU,1570722480,94,59.2,37.15,42.08,5.97
388,salinas,1,US,1570722482,63,39.77,-76.68,66.99,6.93
389,salinas,99,KE,1570722484,78,-3.4,38.57,74.62,9.29
390,salinas,4,TD,1570722485,35,13.47,22.2,89.29,4.72
391,salinas,0,UA,1570722486,60,48.22,37.14,56.35,8.29
392,salinas,23,GL,1570722488,64,61.99,-49.67,38.07,14.07
393,salinas,9,PG,1570722489,73,-3.66,152.44,82.42,6.67
394,salinas,0,PK,1570722492,38,35.92,74.31,45.19,5.3
395,salinas,100,WS,1570722493,81,-13.87,-171.6,79.48,14.21
396,salinas,75,BR,1570722494,58,-5.2,-35.46,86.0,17.22
397,salinas,40,SA,1570722496,74,16.89,42.56,78.8,14.99
398,salinas,100,NZ,1570722497,92,-46.13,167.69,42.01,11.99
399,salinas,69,RU,1570722498,63,69.49,88.39,15.69,11.87
400,salinas,40,PL,1570722500,76,51.23,20.86,55.0,3.0
401,salinas,64,ID,1570722501,82,-0.87,134.08,71.06,6.66
402,salinas,100,NZ,1570722502,95,-35.62,174.5,61.0,10.0
403,salinas,70,LY,1570722504,46,31.95,12.03,76.59,13.67
404,salinas,75,US,1570722505,100,34.64,-120.46,62.01,5.82
405,salinas,100,TZ,1570722506,75,-8.68,36.72,78.3,9.23
406,salinas,0,CN,1570722507,79,22.82,115.83,82.0,1.17
407,salinas,90,US,1570722509,100,42.03,-93.62,60.01,13.87
408,salinas,40,GR,1570722511,73,41.08,25.69,71.6,11.41
409,salinas,100,EE,1570722512,87,57.91,26.05,50.0,4.7
410,salinas,20,FR,1570722514,56,44.89,1.22,73.99,2.24
411,salinas,77,MG,1570722515,91,-14.66,49.65,65.7,3.32
412,salinas,1,CA,1570722516,62,51.26,-80.61,57.2,11.41
413,salinas,0,AU,1570722517,65,-20.74,116.85,79.83,13.65
414,salinas,0,AR,1570722520,38,-31.62,-60.7,90.0,11.01
415,salinas,20,CA,1570722522,66,49.42,-82.43,53.6,11.41
416,salinas,0,MN,1570722524,55,49.49,105.92,24.17,3.87
417,salinas,26,IN,1570722525,78,30.78,78.62,29.25,3.21
418,salinas,39,GL,1570722526,52,65.42,-52.9,35.47,1.84
419,salinas,75,AR,1570722527,65,-34.61,-58.44,79.0,11.41
420,salinas,0,RU,1570722530,81,64.27,100.22,13.98,2.13
421,salinas,52,EG,1570722531,14,24.09,32.9,102.09,7.5
422,salinas,100,GB,1570722532,95,56.82,-5.11,50.0,7.91
423,salinas,80,AR,1570722534,30,-34.61,-68.33,74.34,7.52
424,salinas,75,US,1570722535,93,55.34,-131.65,44.6,5.82
425,salinas,100,KZ,1570722536,17,44.18,66.74,70.36,10.7
426,salinas,0,GM,1570722537,51,13.79,-15.05,91.31,5.04
427,salinas,76,GH,1570722539,84,5.26,-0.76,81.55,8.62
428,salinas,20,CA,1570722540,71,43.26,-79.87,62.01,11.41
429,salinas,0,TM,1570722541,41,38.78,63.88,75.2,17.22
430,salinas,75,MX,1570722542,74,16.99,-99.26,82.4,3.36
431,salinas,95,CN,1570722544,74,34.27,117.18,65.46,3.84
432,salinas,0,PK,1570722545,71,25.26,63.48,81.88,8.49
433,salinas,56,ID,1570722546,93,-8.09,111.9,73.24,7.83
434,salinas,57,AR,1570722547,24,-31.66,-64.43,93.99,14.99
435,salinas,20,GR,1570722549,73,37.94,22.93,73.99,4.7
436,salinas,11,ID,1570722550,90,-0.42,102.29,74.89,2.36
437,salinas,1,KZ,1570722551,54,49.15,56.49,45.3,6.75
438,salinas,40,BR,1570722552,47,-23.68,-45.44,78.8,6.93
439,salinas,100,RU,1570722554,64,57.79,82.64,35.17,7.84
440,salinas,20,MG,1570722556,25,-25.17,45.06,86.0,11.3
441,salinas,84,IT,1570722558,68,45.88,10.89,70.0,8.05
442,salinas,67,GR,1570722559,64,39.17,25.93,71.6,1.19
443,salinas,75,NO,1570722560,81,61.6,5.03,53.01,17.22
444,salinas,1,PH,1570722562,92,17.41,121.44,70.54,4.84
445,salinas,75,ES,1570722563,73,28.66,-17.92,77.0,8.05
446,salinas,100,RU,1570722564,93,63.29,118.35,22.12,10.16
447,salinas,100,CN,1570722565,62,29.04,111.68,68.18,5.0
448,salinas,100,GA,1570722567,91,-1.57,9.26,76.35,6.53
449,salinas,57,ID,1570722568,94,-2.08,101.38,63.45,1.65
450,salinas,82,PH,1570722569,76,6.37,126.17,82.63,2.84
451,salinas,40,CU,1570722571,83,22.96,-82.15,84.2,5.82
452,salinas,100,RU,1570722572,64,51.19,43.71,52.97,9.88
453,salinas,100,ET,1570722574,94,8.53,34.8,67.84,3.59
454,salinas,40,DE,1570722576,62,51.13,9.27,57.99,8.05
455,salinas,0,IR,1570722577,19,35.3,51.54,75.2,6.93
456,salinas,70,AO,1570722578,86,-15.19,12.15,69.06,9.07
457,salinas,0,SO,1570722580,81,11.28,49.18,82.36,10.52
458,salinas,0,CN,1570722581,81,19.91,109.69,80.26,16.31
459,salinas,0,AU,1570722583,73,-20.31,118.58,73.4,5.82
460,salinas,40,GT,1570722584,74,14.51,-92.19,84.2,2.51
461,salinas,40,MU,1570722585,69,-19.98,57.61,73.99,14.99
462,salinas,90,US,1570722588,67,32.66,-116.98,66.99,0.33
463,salinas,62,IR,1570722589,28,29.23,56.61,67.12,12.34
464,salinas,100,IN,1570722590,91,19.92,84.58,74.79,1.47
465,salinas,75,GB,1570722592,76,60.4,-1.35,50.0,21.92
466,salinas,6,ID,1570722593,78,-7.54,112.45,73.63,3.68
467,salinas,47,CO,1570722594,66,1.33,-74.84,82.47,2.78
468,salinas,100,RU,1570722595,88,66.66,66.39,38.73,17.68
469,salinas,0,CN,1570722597,92,48.28,129.53,30.87,4.41
470,salinas,40,IR,1570722598,33,30.59,50.24,87.8,8.23
471,salinas,75,NA,1570722599,7,-18.06,13.84,94.41,3.9
472,salinas,99,RU,1570722601,96,66.42,112.4,5.74,9.09
473,salinas,77,PE,1570722602,87,-4.67,-73.52,82.6,0.73
474,salinas,40,CO,1570722603,74,8.09,-76.36,82.4,6.93
475,salinas,1,US,1570722605,65,35.09,-92.44,78.8,10.29
476,salinas,34,TH,1570722606,73,16.44,100.37,84.0,3.94
477,salinas,20,CA,1570722608,44,50.03,-66.88,57.99,3.36
478,salinas,59,GL,1570722609,61,68.31,-53.46,30.67,14.02
479,salinas,0,PE,1570722610,328,-13.65,-73.37,37.4,8.05
480,salinas,20,CA,1570722612,66,44.33,-76.16,61.0,8.05
481,salinas,20,GH,1570722613,74,5.79,0.9,84.2,14.99
482,salinas,60,CF,1570722614,78,5.77,20.68,82.04,2.09
483,salinas,91,CO,1570722616,75,6.9,-76.17,69.31,2.54
484,salinas,75,US,1570722617,78,28.99,-80.9,84.99,17.22
485,salinas,0,PY,1570722618,38,-26.98,-56.83,89.19,9.35
486,salinas,40,US,1570722621,55,40.35,-74.66,66.2,10.29
487,salinas,0,IN,1570722622,4,27.87,77.2,87.01,2.01
488,salinas,100,RU,1570722623,97,59.36,143.24,36.19,8.84
489,salinas,66,ID,1570722625,77,-8.84,121.65,79.11,0.48
490,salinas,40,GB,1570722627,77,54.6,-7.3,59.0,31.09
491,salinas,0,BR,1570722630,52,-32.24,-53.09,82.0,7.0
492,salinas,52,SD,1570722632,64,13.52,35.76,83.44,1.58
493,salinas,20,CA,1570722633,71,44.08,-80.2,62.01,6.93
494,salinas,73,YE,1570722635,62,13.06,44.88,84.78,12.22
495,salinas,61,NP,1570722637,94,27.38,87.21,49.19,1.3
496,salinas,100,PF,1570722638,80,-16.52,-151.75,75.34,17.79
497,salinas,40,US,1570722640,58,29.2,-96.27,89.01,16.11
498,salinas,20,AO,1570722641,74,-8.83,13.24,80.6,11.41
499,salinas,17,VU,1570722644,73,-19.55,169.27,70.34,3.62
500,salinas,38,BR,1570722645,42,-18.24,-43.6,83.82,9.11
501,salinas,20,BB,1570722646,62,13.07,-59.53,87.8,12.75
502,salinas,56,PH,1570722647,87,16.43,120.34,70.25,3.1
503,salinas,20,HN,1570722649,78,14.25,-87.96,78.8,4.7
504,salinas,16,AU,1570722650,91,-35.34,143.56,42.08,7.42
505,salinas,20,PA,1570722652,69,8.52,-81.71,76.93,2.34
506,salinas,0,CN,1570722654,76,26.24,117.6,70.07,1.85
507,salinas,30,PH,1570722655,88,16.13,119.78,74.75,0.27
508,salinas,100,RU,1570722656,72,51.54,43.17,51.3,9.82
509,salinas,0,BR,1570722657,45,-27.87,-55.13,90.0,1.01
510,salinas,75,AU,1570722660,76,-33.85,151.22,57.2,10.29
511,salinas,0,PT,1570722661,49,41.72,-8.86,79.0,10.29
512,salinas,95,RU,1570722662,31,51.93,116.63,22.71,4.39
513,salinas,0,GR,1570722664,64,35.51,27.21,75.2,13.87
514,salinas,100,RU,1570722666,90,56.06,45.86,44.17,6.5
515,salinas,100,RU,1570722668,60,65.73,150.89,19.83,4.57
516,salinas,40,IN,1570722670,74,19.48,75.39,78.8,6.71
517,salinas,99,PG,1570722672,89,-9.47,147.16,76.37,16.58
518,salinas,90,CA,1570722674,93,54.32,-130.32,39.2,4.7
519,salinas,0,EG,1570722675,70,31.35,27.25,77.0,10.59
520,salinas,90,MM,1570722677,100,16.91,96.56,77.0,11.41
521,salinas,100,RU,1570722678,96,60.11,32.31,41.76,3.54
522,salinas,46,PH,1570722679,74,5.4,125.46,83.23,13.09
523,salinas,1,US,1570722681,88,20.87,-156.68,77.0,3.36
524,salinas,20,AR,1570722683,37,-24.93,-65.37,87.8,8.05
525,salinas,74,NG,1570722684,65,12.18,6.51,82.02,7.34
526,salinas,70,ID,1570722685,94,5.56,95.32,73.49,1.85
527,salinas,100,NO,1570722688,81,58.09,6.8,54.0,15.01
528,salinas,93,ZA,1570722689,72,-31.33,27.85,51.8,7.32
529,salinas,75,LT,1570722690,93,54.52,24.83,50.0,9.17
530,salinas,75,ES,1570722692,73,28.68,-17.76,77.0,8.05
531,salinas,100,RO,1570722693,55,45.58,21.53,60.8,12.75
532,salinas,40,CZ,1570722694,67,49.53,17.24,57.2,9.17
533,salinas,0,TR,1570722696,76,42.03,35.15,66.24,12.39
534,salinas,90,US,1570722697,82,44.46,-89.54,59.0,5.82
535,salinas,86,RU,1570722698,82,63.92,127.47,21.34,0.7
536,salinas,38,RU,1570722699,65,55.0,86.81,35.26,3.5
537,salinas,5,GL,1570722701,52,60.72,-46.03,41.0,4.7
538,salinas,1,BR,1570722702,42,-3.38,-57.72,94.33,6.19
539,salinas,5,BR,1570722703,60,-3.89,-59.1,88.45,4.29
540,salinas,0,IR,1570722705,19,35.37,51.24,75.2,6.93
541,salinas,75,US,1570722706,94,21.32,-158.01,78.8,4.07
542,salinas,99,RU,1570722707,66,63.05,179.32,32.04,2.14
543,salinas,19,SA,1570722713,26,31.68,38.65,91.4,8.05
544,salinas,75,AU,1570722714,100,-31.43,152.91,55.0,3.36
545,salinas,42,CL,1570722716,49,-23.65,-70.4,68.0,6.93
546,salinas,40,SA,1570722718,33,26.33,43.97,91.4,13.87
547,salinas,75,TZ,1570722719,56,-7.24,35.72,73.4,17.22
548,salinas,1,US,1570722720,30,31.46,-103.39,80.6,10.29
549,salinas,0,US,1570722722,61,36.67,-121.66,57.0,3.73
